FEAT_0,FEAT_1,FEAT_2,FEAT_3,FEAT_4,FEAT_5,FEAT_6,FEAT_7,FEAT_8,FEAT_9,FEAT_10,FEAT_11,FEAT_12,FEAT_13,FEAT_14,FEAT_15,FEAT_16,FEAT_17,CATEGORY
0.95,JOB_A,0,1,-0.95,7,4,0.9,0.08,,6,0.7,0.5,-0.5,2,CITY_A,0.02,0.28,0
0.85,JOB_B,0,3,-0.85,1000,1,0,0.28,3,4,0,1,-1,4,CITY_A,0.16,0.24,1
0.22,JOB_B,2,4,-0.22,6,9,0,0.17,4,4,0.9,0.1,-0.1,3,CITY_A,0.67,0.01,1
0.43,JOB_A,2,1,-0.43,3,4,0.72,0.05,4,9,0.7,1,-1,2,CITY_A,0.15,0.16,1
0.54,JOB_C,0,3,-0.54,5,4,0.18,0.92,2,1,0.6,0.2,-0.2,2,CITY_A,0.6,0.41,1
0.52,JOB_C,1,2,-0.52,4,4,0.81,0.82,10,10,0,1,-1,0,CITY_A,0.21,0.52,3
0.42,JOB_B,1,3,-0.42,9,4,0.03,0.97,1,0,0.1,0.2,-0.2,9,CITY_A,0.68,0.96,3
0.04,JOB_B,1,3,-0.04,1,3,0.11,0.21,0,2,0.9,0.8,-0.8,0,CITY_A,0.73,0.74,0
0.43,JOB_D,1,1,-0.43,9,9,0,0.3,8,1,0.8,0.6,-0.6,7,CITY_A,0.87,0.88,1
0.03,JOB_A,2,4,-0.03,1,10,0,0.09,3,8,0.2,1,-1,9,CITY_A,0,0.85,3
0.03,JOB_A,1,2,-0.03,3,0,0.06,0.35,8,9,0.7,0.3,-0.3,1,CITY_A,0.06,0.04,0
0.59,JOB_B,1,4,-0.59,1,6,0.11,0.59,8,1,0.7,0.2,-0.2,1,CITY_A,0.13,0.37,1
0.16,JOB_A,1,4,-0.16,0,7,0.28,0.08,9,5,0.6,0.7,-0.7,10,CITY_A,0,0,0
0.79,JOB_B,2,4,-0.79,8,6,0.01,0.63,2,2,0.8,0.2,-0.2,2,CITY_A,0.21,0.01,3
0,JOB_D,1,4,0,3,0,0.33,0.48,9,2,0.1,0.2,-0.2,9,CITY_A,0.16,0.4,1
0.5,JOB_A,1,2,-0.5,8,6,0.01,0.04,9,4,0.8,0.5,-0.5,9,CITY_A,0.1,0.04,0
0.48,JOB_B,0,3,-0.48,10,2,0.12,0.28,1,9,0.4,0.8,-0.8,0,CITY_A,0.65,0.78,1
0.27,JOB_A,1,3,-0.27,7,4,0.23,0.59,6,9,0.3,0.8,-0.8,10,CITY_A,0.62,0.93,2
0,JOB_A,0,3,0,10,4,0,0.36,8,8,1,0.9,-0.9,7,CITY_A,0.34,0,0
0.01,JOB_A,2,5,-0.01,4,7,0.25,0.23,2,1,0.5,0.6,-0.6,0,CITY_A,0.97,0.11,1
0.03,JOB_A,1,4,-0.03,1,7,0.25,0.21,1,8,0.3,0.3,-0.3,2,CITY_A,0.06,0.06,2
0.05,JOB_D,0,1,-0.05,5,5,0.99,0.02,9,6,0.3,0.1,-0.1,8,CITY_A,0.03,0.07,1
0.05,JOB_A,2,3,-0.05,8,8,0.43,0.02,0,6,0.2,1,-1,8,CITY_A,0.04,0.05,3
0.17,JOB_D,1,2,-0.17,6,5,0.56,0.09,8,4,0.7,0.4,-0.4,8,CITY_A,0.02,0.96,0
0.45,JOB_A,0,4,-0.45,3,10,0.91,0.09,3,10,0.5,0.3,-0.3,2,CITY_A,0.24,0.01,0
0.28,JOB_A,2,2,-0.28,0,0,0,0.83,7,3,0.5,0.6,-0.6,4,CITY_A,0.26,0.16,1
0.95,JOB_A,0,3,-0.95,3,4,0.84,0.05,10,7,0.2,0.8,-0.8,4,CITY_A,0.62,0,1
0.62,JOB_A,1,3,-0.62,5,5,0.77,0.91,9,8,0.9,0.1,-0.1,8,CITY_A,0.01,0.66,2
0.93,JOB_A,0,5,-0.93,2,0,0.08,0.05,,2,0.3,0.6,-0.6,0,CITY_A,0.24,0.78,0
0.61,JOB_A,1,5,-0.61,5,5,0.2,0.44,10,5,0.5,1,-1,1,CITY_A,0.24,1,1
0,JOB_A,1,4,0,0,0,0.34,0.09,3,1,0,0.6,-0.6,6,CITY_A,0.59,0.17,1
0.04,JOB_A,1,4,-0.04,8,6,0.16,0.4,8,6,0.5,0.1,-0.1,9,CITY_A,0.38,0.06,0
0.21,JOB_B,0,5,-0.21,8,8,0.08,0.09,,0,0.3,1,-1,1,CITY_A,0.9,0.9,1
0.28,JOB_D,1,4,-0.28,4,3,0.51,0.1,9,1,0.1,0.7,-0.7,10,CITY_A,0.22,0.09,1
0.01,JOB_A,2,2,-0.01,8,8,0.08,0.82,8,0,0.8,0.6,-0.6,6,CITY_A,0.46,0.04,1
0,JOB_A,2,3,0,10,1,0.09,0.09,3,5,0.8,0.4,-0.4,2,CITY_A,0.74,0.54,1
0,JOB_C,1,1,0,8,2,0.13,0.02,1,2,0.9,0.6,-0.6,10,CITY_A,0.75,0,0
0.89,JOB_A,0,1,-0.89,10,6,0.02,0.07,,0,0.6,0.7,-0.7,6,CITY_A,0.66,0.72,0
0,JOB_A,1,2,0,9,1,0.11,0.19,3,2,0.1,0.2,-0.2,8,CITY_A,0.66,0.21,1
0.14,JOB_A,0,2,-0.14,6,2,0.52,0.45,3,4,0.1,0.6,-0.6,7,CITY_A,0.06,0.31,1
0.28,JOB_C,2,5,-0.28,5,3,0.01,0.11,3,6,0.1,0.4,-0.4,4,CITY_A,0.33,0.4,2
0.94,JOB_C,1,4,-0.94,7,7,0.2,0.05,10,10,0.2,0.7,-0.7,8,CITY_A,0.01,0.02,2
0,JOB_A,2,4,0,3,9,0.02,0.58,8,9,0.4,0.1,-0.1,0,CITY_A,0,0.28,3
0.09,JOB_A,1,4,-0.09,9,9,0.8,0.29,4,7,0.2,0.2,-0.2,1,CITY_A,0.1,0.16,2
0.02,JOB_A,1,2,-0.02,8,2,0.22,0.71,7,10,0.1,0.5,-0.5,3,CITY_A,0.09,0.46,2
0.17,JOB_A,1,2,-0.17,2,4,0.16,0.49,,8,0.1,0.6,-0.6,0,CITY_A,0.23,0.72,2
0.29,JOB_D,1,3,-0.29,1000,5,0.45,0.01,6,4,0.4,1,-1,8,CITY_A,0.99,0.01,1
0.29,JOB_A,1,4,-0.29,10,9,0.13,0.93,1,4,0.7,0.7,-0.7,7,CITY_A,0.04,0.15,1
0.59,JOB_B,2,3,-0.59,6,6,0.15,0,,0,0.8,0.6,-0.6,2,CITY_A,0.06,0.18,1
0.56,JOB_C,2,3,-0.56,0,5,0.02,0,10,9,0.7,0.9,-0.9,0,CITY_A,0.48,0.26,1
0.35,JOB_D,1,1,-0.35,3,0,0.46,0.04,2,0,0.6,0.9,-0.9,7,CITY_A,0.04,0.03,0
0,JOB_A,2,2,0,5,10,0.83,0.31,10,10,0.6,0.1,-0.1,9,CITY_A,0.15,0.77,2
0.79,JOB_C,2,3,-0.79,7,4,0.23,0.08,0,9,0.5,0.9,-0.9,2,CITY_A,0.28,0.22,1
0.23,JOB_A,2,3,-0.23,8,8,0.33,0.03,3,3,0.3,0.2,-0.2,1,CITY_A,0.04,0.11,2
0.16,JOB_B,2,3,-0.16,8,0,0.01,0.25,9,10,0.9,0,0,0,CITY_A,0.68,0.7,1
0.66,JOB_B,0,1,-0.66,8,3,0.52,0.7,8,7,0,0.4,-0.4,9,CITY_A,0.04,0.04,2
0.71,JOB_C,0,5,-0.71,5,8,0.01,0.76,10,6,0.2,0.2,-0.2,7,CITY_A,0.01,0.02,3
0.53,JOB_D,0,4,-0.53,9,1,0.07,0.01,6,2,1,0.5,-0.5,7,CITY_A,0.14,0.04,0
0.03,JOB_C,0,4,-0.03,8,8,1,0.48,9,7,0.4,0,0,4,CITY_A,0.19,0.09,1
0.27,JOB_A,0,4,-0.27,9,0,0.02,0.97,0,5,0.3,0.3,-0.3,4,CITY_A,0,0.14,1
0.99,JOB_B,1,2,-0.99,8,10,0.2,0.4,1,4,0.8,0.2,-0.2,10,CITY_A,0.02,0.42,2
0,JOB_A,1,2,0,7,3,0.3,0.07,4,7,0.6,0.7,-0.7,2,CITY_A,0.1,0.89,0
0.43,JOB_A,1,4,-0.43,5,10,0.11,0.05,2,1,0.5,0.2,-0.2,7,CITY_A,0.57,0.6,1
0.67,JOB_D,1,3,-0.67,5,7,0.85,0.56,2,6,0.8,1,-1,8,CITY_A,0.98,0.14,2
0.48,JOB_A,2,3,-0.48,6,8,0.19,0.13,8,5,0.6,0.7,-0.7,2,CITY_A,0.87,0.72,2
0.75,JOB_A,1,3,-0.75,4,0,0.18,0,4,5,0.9,1,-1,1,CITY_A,0.23,0.05,0
0.31,JOB_B,0,2,-0.31,2,5,0,0.1,8,8,0.4,0.4,-0.4,0,CITY_A,0.11,0,1
0.89,JOB_A,2,2,-0.89,6,10,0.51,0.01,1,0,0.5,0.1,-0.1,5,CITY_A,0.02,0.05,1
0.01,JOB_C,2,5,-0.01,8,5,0,0.38,8,6,0.5,0.5,-0.5,3,CITY_A,0.1,0.02,1
0.49,JOB_A,1,2,-0.49,2,5,0.8,0.05,3,7,0.3,0.6,-0.6,6,CITY_A,0.3,0.21,2
0,JOB_A,2,3,0,10,4,0.21,0.2,7,6,1,0.9,-0.9,3,CITY_A,0.18,0.04,1
0.83,JOB_A,1,4,-0.83,9,2,0.5,0.4,10,8,0,0.7,-0.7,2,CITY_A,0.44,0.03,3
0.99,JOB_C,1,5,-0.99,2,0,0,0.18,7,6,0.7,0.1,-0.1,0,CITY_A,0.01,0.18,0
0.53,JOB_A,0,5,-0.53,7,5,0.3,0.01,5,4,0.4,0.8,-0.8,3,CITY_A,0,0.2,1
0.32,JOB_B,1,2,-0.32,2,7,0.56,0,4,2,0.6,0.6,-0.6,3,CITY_A,0.18,0.43,0
0.09,JOB_D,0,1,-0.09,8,5,0.91,0,9,1,0.2,0.8,-0.8,1,CITY_A,0.2,0,1
0.3,JOB_A,0,3,-0.3,10,0,0.53,0.37,2,2,0.5,1,-1,4,CITY_A,0.05,0.35,0
0.01,JOB_A,1,2,-0.01,8,10,0.05,0.02,4,0,0.8,0.9,-0.9,3,CITY_A,0.2,0.27,0
0.11,JOB_A,0,1,-0.11,7,9,0.18,0.07,3,1,0.3,0.9,-0.9,5,CITY_A,0.02,0.36,1
0.01,JOB_A,1,2,-0.01,7,4,0.08,0.96,3,1,0.2,0.7,-0.7,9,CITY_A,0.41,0.83,1
0.65,JOB_A,1,3,-0.65,1,0,0.19,0.36,4,4,0.5,0.6,-0.6,7,CITY_A,0.69,0.31,1
0.94,JOB_A,0,1,-0.94,5,3,0.47,0.57,1,1,0.8,0.5,-0.5,5,CITY_A,0.21,0.88,1
0.26,JOB_D,1,4,-0.26,1,10,0.47,0.12,,1,0,1,-1,10,CITY_A,0.01,0.18,2
0.03,JOB_A,2,2,-0.03,1,10,0.5,0.58,9,5,0.4,0.5,-0.5,9,CITY_A,0.05,0.04,3
0.05,JOB_A,1,2,-0.05,7,9,0.64,0.35,0,2,0.1,0.9,-0.9,8,CITY_A,0.17,0.2,2
0.56,JOB_A,1,4,-0.56,5,4,0.2,0.02,5,1,0.2,0,0,6,CITY_A,0.06,0.31,1
0.03,JOB_A,1,2,-0.03,3,7,0.64,0.76,5,6,0.3,0,0,6,CITY_A,0.28,0.41,2
0.9,JOB_A,0,3,-0.9,7,0,0.37,0.3,9,4,0.6,0.8,-0.8,5,CITY_A,0,0.06,0
0.11,JOB_D,1,4,-0.11,2,1,0.04,0.19,5,8,0.2,0.6,-0.6,1,CITY_A,0.29,0.14,1
0.65,JOB_A,1,5,-0.65,10,4,0.02,0.03,1,9,0.3,1,-1,1,CITY_A,0.69,0,2
0.13,JOB_C,1,4,-0.13,1,7,0,0.97,3,8,0.8,0.2,-0.2,8,CITY_A,0.13,0.1,1
0.14,JOB_A,2,2,-0.14,2,3,0.02,0.87,6,8,0.5,0.5,-0.5,1,CITY_A,0.35,0.97,1
0.01,JOB_A,1,4,-0.01,7,2,0.35,0.01,8,3,0.4,0.9,-0.9,4,CITY_A,0.4,0.34,1
0.56,JOB_A,1,1,-0.56,7,8,0.37,0.02,0,10,0.9,0.1,-0.1,1,CITY_A,0.62,0.05,1
0,JOB_A,0,3,0,6,4,0.37,0.13,8,6,0.2,0.4,-0.4,6,CITY_A,0.48,0.96,1
0.26,JOB_D,0,3,-0.26,0,6,0.21,0.21,,8,0.4,0.2,-0.2,6,CITY_A,0.18,0.06,1
0,JOB_A,1,3,0,1,9,0.11,0.15,4,1,0.4,0.6,-0.6,3,CITY_A,0.85,0.08,2
0.03,JOB_C,1,1,-0.03,4,2,0.69,0.74,10,2,0.7,0.6,-0.6,3,CITY_A,0.04,0,0
0.85,JOB_A,0,4,-0.85,6,8,0.35,0.38,9,6,0.4,0.2,-0.2,3,CITY_A,0.64,0.69,3
0.13,JOB_D,1,2,-0.13,2,3,0.18,0.23,3,0,0.4,0.6,-0.6,4,CITY_A,0,0.76,1
0.61,JOB_A,2,2,-0.61,10,8,0.21,0.08,10,7,0.8,0.4,-0.4,4,CITY_A,0.26,0.72,2
0.82,JOB_A,2,3,-0.82,1000,5,0.05,0.33,1,6,0.9,0.2,-0.2,9,CITY_A,0.43,0.01,2
0.37,JOB_A,2,2,-0.37,5,6,0.1,0.62,1,8,0.6,0.3,-0.3,9,CITY_A,0.7,0.53,2
0.62,JOB_C,2,5,-0.62,4,9,0.45,0.64,10,2,0.9,1,-1,7,CITY_A,0.8,0.01,3
0.63,JOB_A,2,1,-0.63,1,3,0.21,0.25,6,8,0.9,0.9,-0.9,2,CITY_A,0.02,0.95,1
0.07,JOB_A,1,2,-0.07,0,1,0.98,0.92,2,7,0.7,0.5,-0.5,5,CITY_A,0,0,0
0.11,JOB_A,2,2,-0.11,4,10,0.68,0.01,5,4,0.5,0.1,-0.1,4,CITY_A,0.51,0.15,1
0.97,JOB_A,0,5,-0.97,6,10,0.79,0.05,6,6,0.4,0.2,-0.2,6,CITY_A,0.19,0.95,1
0.06,JOB_B,1,3,-0.06,5,6,0.29,0.01,4,6,0.8,0.3,-0.3,10,CITY_A,0.01,0.1,0
0.05,JOB_A,0,5,-0.05,5,6,0.68,0.25,,1,0.5,0.4,-0.4,2,CITY_A,0.92,0,0
0.08,JOB_A,0,1,-0.08,0,5,0.04,0.5,5,3,0.1,0.1,-0.1,1,CITY_A,0.21,0.06,1
0.86,JOB_B,2,3,-0.86,10,9,0.02,0,0,9,0.4,0.1,-0.1,2,CITY_A,0.22,0.75,3
0.01,JOB_A,1,5,-0.01,1,3,0.82,0.89,7,9,0.5,0.3,-0.3,7,CITY_A,0.42,0.35,0
0.02,JOB_B,1,1,-0.02,7,5,0.81,0.56,10,4,0.3,0.8,-0.8,9,CITY_A,0.83,0.99,2
0.73,JOB_A,1,5,-0.73,9,2,0.06,0.01,0,4,0.6,0.8,-0.8,4,CITY_A,0.07,0.14,0
0.65,JOB_A,1,4,-0.65,9,4,0.02,0.87,0,7,0.4,0.1,-0.1,5,CITY_A,0,0.18,3
0.01,JOB_A,2,3,-0.01,1000,4,0.29,0.14,0,0,0.1,0.2,-0.2,7,CITY_A,0.14,0.18,2
0.12,JOB_A,1,4,-0.12,2,6,0.86,0.81,2,7,0.3,0.4,-0.4,10,CITY_A,0,0.14,2
0.91,JOB_C,2,1,-0.91,1000,9,0.12,0.38,4,10,0.9,0.4,-0.4,5,CITY_A,0.85,0.27,3
0.75,JOB_D,1,3,-0.75,4,5,0.16,0,0,8,0.8,0.5,-0.5,9,CITY_A,0.01,0.97,0
0.3,JOB_A,0,3,-0.3,6,7,0.58,0.02,,0,0.4,0.1,-0.1,0,CITY_A,0.11,0.81,1
0.58,JOB_B,1,1,-0.58,7,9,0.91,0.07,1,10,0.1,0.3,-0.3,2,CITY_A,0.01,0.37,2
0.29,JOB_A,1,3,-0.29,4,1,0.07,0.04,4,1,0,0.2,-0.2,1,CITY_A,0.2,0.43,1
0.45,JOB_A,1,4,-0.45,5,9,0.82,0.01,4,3,0.9,0.3,-0.3,10,CITY_A,0.45,0.41,1
0.02,JOB_D,1,2,-0.02,3,8,0.29,0.01,10,6,0.4,0.5,-0.5,5,CITY_A,0.58,0.37,2
0.02,JOB_A,2,4,-0.02,10,5,0.28,0,0,1,0.5,0.9,-0.9,10,CITY_A,0.06,0.34,1
0.39,JOB_A,1,1,-0.39,4,9,0.17,0.39,6,6,0.7,0.1,-0.1,1,CITY_A,0.59,0.21,1
0.68,JOB_D,1,1,-0.68,3,2,0.15,0,5,3,0.8,0.6,-0.6,8,CITY_A,0,0.42,0
0.18,JOB_A,1,4,-0.18,9,6,0.44,0.15,6,2,0.5,0.4,-0.4,8,CITY_A,0.04,0.98,0
0.08,JOB_A,0,4,-0.08,10,5,0.02,0.38,1,5,0.2,1,-1,2,CITY_A,0.12,0.69,1
0.2,JOB_D,2,2,-0.2,4,9,0.06,0.01,0,1,0.7,0.2,-0.2,3,CITY_A,0.01,0.88,1
0.83,JOB_A,1,5,-0.83,3,8,0,0.33,6,6,0,0.4,-0.4,9,CITY_A,0.56,0,3
0.44,JOB_C,1,5,-0.44,0,2,0.13,0.25,0,7,0.3,0.7,-0.7,8,CITY_A,0.98,0.02,2
0.02,JOB_A,1,3,-0.02,6,2,0,0.55,,1,1,0.7,-0.7,3,CITY_A,0.39,0.84,0
0.84,JOB_A,1,1,-0.84,9,5,0.87,0.36,3,3,0.6,0.1,-0.1,8,CITY_A,0.79,0.41,2
0.95,JOB_B,0,1,-0.95,7,0,0.88,0.31,8,0,0.5,0.5,-0.5,9,CITY_A,0.51,0.34,0
0.31,JOB_A,1,2,-0.31,2,0,0.9,0.01,7,1,0.4,0.5,-0.5,2,CITY_A,0.09,0.06,1
0.01,JOB_B,1,5,-0.01,1,2,0.92,0.02,5,2,0.7,0.7,-0.7,7,CITY_A,0.08,0.8,0
0.93,JOB_D,1,1,-0.93,1,1,0.21,0.89,3,6,0.4,0,0,9,CITY_A,0.04,0.05,3
0.55,JOB_D,1,4,-0.55,6,3,0.69,0.52,1,6,0.6,0.7,-0.7,1,CITY_A,0.04,0.09,1
0.7,JOB_D,2,3,-0.7,0,4,0.11,0.18,2,10,1,0.4,-0.4,7,CITY_A,0.62,0.61,1
0.02,JOB_D,1,4,-0.02,8,8,0.24,0.21,4,5,0.8,0.8,-0.8,9,CITY_B,0.04,0.6,0
0.48,JOB_A,1,4,-0.48,3,6,0.53,0.1,4,6,0.4,0.2,-0.2,8,CITY_B,0.34,0,2
0.68,JOB_C,2,4,-0.68,2,7,0.22,0.51,9,6,0.4,0.5,-0.5,7,CITY_B,0.02,0.2,3
0.02,JOB_A,1,1,-0.02,10,8,0.03,0.14,6,2,0.5,0.2,-0.2,3,CITY_B,0.7,0.08,0
0.4,JOB_C,2,4,-0.4,4,10,0.78,0.02,8,4,0.6,0.4,-0.4,2,CITY_B,0.78,0.85,1
0.47,JOB_B,0,3,-0.47,1,1,0,0,0,8,0.7,0.4,-0.4,4,CITY_B,0.79,0.19,0
0.12,JOB_D,1,2,-0.12,2,4,0.57,0.96,9,8,0.4,0.5,-0.5,8,CITY_B,0,0.91,2
0.81,JOB_A,0,2,-0.81,4,9,0.91,0.02,8,9,1,0.7,-0.7,3,CITY_B,0.59,0.62,0
0.27,JOB_D,1,3,-0.27,5,8,0.01,0.87,2,6,0.8,0.1,-0.1,1,CITY_B,0.01,0.19,1
0.05,JOB_C,1,2,-0.05,3,0,0.48,0.52,9,7,0.6,0.6,-0.6,6,CITY_B,0.02,0.01,0
1,JOB_C,0,3,-1,2,8,0.3,0.83,4,6,0.3,0.4,-0.4,7,CITY_B,0,0.35,3
0.98,JOB_A,0,1,-0.98,6,8,0.8,0.04,3,5,0.5,0,0,2,CITY_B,0.91,0.05,0
0.47,JOB_A,2,4,-0.47,2,10,0.7,0.23,3,6,0.6,0.7,-0.7,5,CITY_B,0.37,0.1,2
0.48,JOB_A,1,5,-0.48,4,4,0.28,0.97,0,1,0.6,0.3,-0.3,0,CITY_B,0.43,0.57,2
0.87,JOB_B,1,4,-0.87,10,10,0,0.96,5,5,0.9,0.5,-0.5,2,CITY_B,0.35,0.01,3
0.27,JOB_A,2,1,-0.27,1000,9,0.34,0.73,6,0,0.6,0.9,-0.9,5,CITY_B,0.96,0.09,2
0.02,JOB_A,1,3,-0.02,2,9,0.41,0.07,5,5,1,0.5,-0.5,5,CITY_B,0.27,0.01,1
0.03,JOB_A,2,5,-0.03,10,9,0.32,0.72,1,4,0.9,0.5,-0.5,3,CITY_B,0.03,0.09,1
0.87,JOB_C,0,2,-0.87,5,2,0.59,0,2,7,0.6,0.3,-0.3,1,CITY_B,0.97,0.21,0
0.01,JOB_A,0,3,-0.01,0,1,0.44,0.7,0,7,1,0.3,-0.3,5,CITY_B,0.04,0.39,0
0.19,JOB_B,1,5,-0.19,5,8,0,0.21,,4,1,0.9,-0.9,2,CITY_B,0.41,0.14,1
0.42,JOB_A,1,4,-0.42,0,6,0,0.14,2,3,0.7,0.7,-0.7,5,CITY_B,0.1,0.71,0
0,JOB_D,0,5,0,4,4,0.31,0.71,4,3,0.4,0.1,-0.1,6,CITY_B,0.4,0.39,1
0.23,JOB_A,0,2,-0.23,7,3,0.22,0.39,9,2,0.3,1,-1,1,CITY_B,0.38,0.22,1
0.01,JOB_A,2,4,-0.01,10,5,0.03,0.34,,7,0.7,0.2,-0.2,1,CITY_B,0.72,0.18,1
0.06,JOB_B,2,4,-0.06,3,8,0.16,0.8,1,10,0.1,0.2,-0.2,4,CITY_B,0.23,0.9,3
0.2,JOB_B,2,1,-0.2,0,6,0.4,0.79,9,6,0.6,0.1,-0.1,1,CITY_B,0.41,0.97,2
0.03,JOB_A,0,4,-0.03,1000,9,0.73,0.73,5,7,0.5,0.7,-0.7,4,CITY_B,0.5,0.81,0
0,JOB_C,2,4,0,4,8,0.11,0.66,4,3,0.2,0.6,-0.6,3,CITY_B,0.84,0.29,2
0.22,JOB_B,1,4,-0.22,7,6,0.24,0.91,1,3,0.3,0.4,-0.4,4,CITY_B,0.25,0.3,3
0.24,JOB_A,0,1,-0.24,2,0,0.37,0.14,3,6,0.2,0.5,-0.5,5,CITY_B,0.05,0.14,0
0.47,JOB_A,1,4,-0.47,0,10,0.05,0.01,3,8,0.5,0.3,-0.3,2,CITY_B,0,0.41,1
0.19,JOB_A,1,1,-0.19,6,2,0.31,0.82,8,2,0.6,1,-1,5,CITY_B,0.1,0.5,0
0.11,JOB_A,1,2,-0.11,7,10,0.85,0,9,1,0.5,0.7,-0.7,7,CITY_B,0,0.77,0
0.02,JOB_A,1,2,-0.02,0,9,0.05,0.81,7,1,0,0.3,-0.3,8,CITY_B,0.47,0.03,2
0.15,JOB_A,0,4,-0.15,6,6,0.6,0.07,7,7,0.7,0.9,-0.9,3,CITY_B,0.05,0.9,0
0.04,JOB_A,1,2,-0.04,1,0,0.18,0.42,9,7,0,0.4,-0.4,8,CITY_B,0.91,0.02,2
0.34,JOB_D,0,3,-0.34,0,0,0.19,0.08,1,3,0,0.5,-0.5,1,CITY_B,0.17,0.1,0
0.91,JOB_A,2,1,-0.91,7,3,0.38,0.44,9,0,0.8,0.6,-0.6,9,CITY_B,0.81,0,2
0.68,JOB_A,2,3,-0.68,4,1,0.22,0.61,0,5,0.2,0.6,-0.6,7,CITY_B,0.13,0.02,3
0.6,JOB_A,0,5,-0.6,10,10,0,0.41,6,9,0,0.8,-0.8,0,CITY_B,0.48,0.14,3
0.79,JOB_A,2,4,-0.79,7,8,0.29,0.57,5,5,0.3,0.3,-0.3,4,CITY_B,0.43,0.89,3
0.07,JOB_A,0,4,-0.07,8,2,0.38,0.42,1,0,0.4,0.6,-0.6,6,CITY_B,0.3,0.46,1
0.3,JOB_A,2,4,-0.3,7,5,0.26,0.13,8,10,0.5,0.2,-0.2,0,CITY_B,0.27,0.05,1
0.02,JOB_A,0,1,-0.02,8,9,0.04,0,0,6,0.2,0.2,-0.2,6,CITY_B,0.47,0.01,1
0.83,JOB_D,1,3,-0.83,3,4,0.18,0,0,1,0.1,0.4,-0.4,0,CITY_B,0.96,0.15,1
0.02,JOB_A,0,4,-0.02,5,4,0.03,0.1,0,7,0.4,0.2,-0.2,8,CITY_B,0.01,0.44,1
0.01,JOB_D,2,1,-0.01,3,4,0.14,0.01,4,8,0.4,0.1,-0.1,0,CITY_B,0.08,0.53,2
0.16,JOB_B,0,4,-0.16,0,9,0.01,0.92,7,0,0.9,0.9,-0.9,7,CITY_B,0.38,0.2,0
0.26,JOB_A,2,3,-0.26,1,8,0.08,0.91,0,5,0.1,0.1,-0.1,8,CITY_B,0.01,0.02,3
0.01,JOB_D,2,1,-0.01,3,9,0.27,0.04,4,3,0.7,0.1,-0.1,10,CITY_B,0.09,0.03,1
0.4,JOB_A,2,2,-0.4,0,4,0.27,0.01,0,2,0.3,0.6,-0.6,4,CITY_B,0.96,0.21,2
0.73,JOB_B,1,3,-0.73,5,3,0.02,0.1,8,9,0.1,0.8,-0.8,8,CITY_B,0.39,0.75,2
0.33,JOB_B,0,5,-0.33,6,8,0.88,0.3,3,6,0.8,0.2,-0.2,5,CITY_B,0.57,0.01,0
0.01,JOB_A,1,2,-0.01,6,10,0.09,0.31,5,2,0,0.9,-0.9,1,CITY_B,0.89,0.63,2
0.17,JOB_B,1,5,-0.17,5,7,0.36,0.6,6,8,0.2,0.4,-0.4,3,CITY_B,0.11,0.26,2
0.13,JOB_B,0,2,-0.13,3,8,0.36,0.13,8,7,0.8,0.1,-0.1,6,CITY_B,0.08,0.69,0
0.51,JOB_A,2,2,-0.51,1000,10,0.49,0,,7,0.3,0.2,-0.2,2,CITY_B,0.32,0.59,3
0.42,JOB_A,0,4,-0.42,6,1,0.6,0.96,9,0,0,0.3,-0.3,7,CITY_B,0.42,0.06,2
0.05,JOB_A,1,4,-0.05,0,10,0.14,0.35,,8,0.7,0.4,-0.4,5,CITY_B,0.44,0.22,1
0.48,JOB_A,1,4,-0.48,8,5,0.64,0,4,0,0.1,0.8,-0.8,7,CITY_B,0.59,0.69,1
0.74,JOB_A,2,2,-0.74,2,8,0.67,0.52,10,6,0.5,0.9,-0.9,1,CITY_B,0.3,0.01,3
0.23,JOB_A,0,2,-0.23,9,8,0.16,0.01,1,4,0.5,0.9,-0.9,4,CITY_B,0.32,0.08,0
0.01,JOB_A,1,2,-0.01,1,9,0.42,0.1,5,2,0.7,0.8,-0.8,5,CITY_B,0.01,0.7,0
0.04,JOB_A,1,4,-0.04,10,5,0.01,0,9,4,0.5,0.5,-0.5,5,CITY_B,0.09,0.11,0
0.54,JOB_A,1,3,-0.54,9,2,0.47,0.13,7,0,0.4,0.7,-0.7,6,CITY_B,0.8,0,2
0.64,JOB_C,2,2,-0.64,2,8,0.78,0.07,1,5,0,0.6,-0.6,5,CITY_B,0.87,0.06,3
0.23,JOB_A,0,4,-0.23,9,10,0.02,0.14,,0,0.5,0.2,-0.2,8,CITY_B,0.94,0.93,0
0.94,JOB_A,2,4,-0.94,9,8,0.64,0.48,4,5,0.9,0.5,-0.5,10,CITY_B,0.12,0.02,3
0.08,JOB_C,1,1,-0.08,4,9,0.41,0.48,6,0,0.1,0.7,-0.7,0,CITY_B,0.7,0,2
0.05,JOB_B,1,3,-0.05,8,6,0.05,0.72,4,3,0.8,0.3,-0.3,8,CITY_B,0.33,0.98,0
0.13,JOB_B,2,4,-0.13,6,6,0.43,0.79,,6,0.2,0.9,-0.9,5,CITY_B,0.99,0.02,3
0.1,JOB_A,2,3,-0.1,6,10,0.07,0.3,,5,0.7,0.5,-0.5,2,CITY_B,0.1,0.02,1
0.12,JOB_B,1,4,-0.12,5,10,0.42,1,10,3,0,0.7,-0.7,7,CITY_B,0.16,0.41,2
